Exchange,UniqueNo,SchemeCode,RTASchemeCode,AMCSchemeCode,ISINNO,SchemeType,SchemePlan,MinimumPurchaseAmount,AdditionalPurchaseAmountMultiple,MaximumPurchaseAmount,DividendReinvestmentFlag,SIPFLAG,STPFLAG,SWPFlag,SwitchFLAG,SETTLEMENTTYPE,StartDate,ExitLoadFlag,ExitLoad,LockinPeriodFlag,LockinPeriod,ChannelPartnerCode
B,12211,BS250C-DR-L1,250C,250C,INF209KA1YJ2,EQUITY,NORMAL,200000,1,0,Y,Y,N,N,N,L1,06-02-2015 00:00:00,N,0,N,0,B250C
B,37391,BS250X-DP,250X,250X,INF209KA1YL8,EQUITY,DIRECT,1000,1,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B250X
B,37392,BS250X-DP-L1,250X,250X,INF209KA1YL8,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B250X
B,37393,BS250X-DR,250X,250X,INF209KA1YL8,EQUITY,DIRECT,1000,1,0,Y,Y,Y,Y,Y,T3,06-01-2017 00:00:00,N,0,N,0,B250X
B,37394,BS250X-DR-L1,250X,250X,INF209KA1YL8,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,06-01-2017 00:00:00,N,0,N,0,B250X
B,37395,BS250Y-GR,250Y,250Y,INF209KA1YK0,EQUITY,DIRECT,1000,1,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B250Y
B,37396,BS250Y-GR-L1,250Y,250Y,INF209KA1YK0,EQUITY,DIRECT,200000,1,0,Z,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B250Y
B,37397,BS250Z-DR,250Z,250Z,INF209KA1YM6,EQUITY,DIRECT,1000,1,0,Y,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B250Z
B,37398,BS250Z-DR-L1,250Z,250Z,INF209KA1YM6,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B250Z
B,37399,BS251D-DR,251D,251D,INF209K01355,EQUITY,NORMAL,1000,1,0,Y,Y,Y,Y,Y,T3,22-12-2016 00:00:00,N,0,N,0,B251D
B,37400,BS251D-DR-I,251D,251D,INF209K01355,EQUITY,NORMAL,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B251D
B,37401,BS251D-DR-L1,251D,251D,INF209K01355,EQUITY,NORMAL,200000,1,0,Y,Y,N,N,N,L1,22-12-2016 00:00:00,N,0,N,0,B251D
B,37402,BS251D-DR-L1-I,251D,251D,INF209K01355,EQUITY,NORMAL,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B251D
B,37403,BS251DZ-DP,251DZ,251DZ,INF209K01Q22,EQUITY,DIRECT,1000,1,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B251DZ
B,37404,BS251DZ-DP-I,251DZ,251DZ,INF209K01Q22,EQUITY,DIRECT,1000,1,0,N,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B251DZ
B,37405,BS251DZ-DP-L1,251DZ,251DZ,INF209K01Q22,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B251DZ
B,37406,BS251DZ-DP-L1-I,251DZ,251DZ,INF209K01Q22,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B251DZ
B,37407,BS251DZ-DR,251DZ,251DZ,INF209K01Q22,EQUITY,DIRECT,1000,1,0,Y,Y,Y,Y,Y,T3,06-01-2017 00:00:00,N,0,N,0,B251DZ
B,37408,BS251DZ-DR-I,251DZ,251DZ,INF209K01Q22,EQUITY,DIRECT,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B251DZ
B,37409,BS251DZ-DR-L1,251DZ,251DZ,INF209K01Q22,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,06-01-2017 00:00:00,N,0,N,0,B251DZ
B,37410,BS251DZ-DR-L1-I,251DZ,251DZ,INF209K01Q22,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B251DZ
B,37411,BS251GZ-GR,251GZ,251GZ,INF209K01Q30,EQUITY,DIRECT,1000,1,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B251GZ
B,37412,BS251GZ-GR-I,251GZ,251GZ,INF209K01Q30,EQUITY,DIRECT,1000,1,0,Z,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B251GZ
B,37413,BS251GZ-GR-L1,251GZ,251GZ,INF209K01Q30,EQUITY,DIRECT,200000,1,0,Z,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B251GZ
B,37414,BS251GZ-GR-L1-I,251GZ,251GZ,INF209K01Q30,EQUITY,DIRECT,200000,1,0,Z,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B251GZ
B,37415,BS251RZ-DR,251RZ,251RZ,INF209K01Q48,EQUITY,DIRECT,1000,1,0,Y,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B251RZ
B,37416,BS251RZ-DR-I,251RZ,251RZ,INF209K01Q48,EQUITY,DIRECT,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B251RZ
B,37417,BS251RZ-DR-L1,251RZ,251RZ,INF209K01Q48,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B251RZ
B,37418,BS251RZ-DR-L1-I,251RZ,251RZ,INF209K01Q48,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B251RZ
B,37419,BS261D-DR,261D,B261D,INF209K01397,EQUITY,NORMAL,1000,1,0,Y,N,Y,Y,Y,T3,29-07-2017 00:00:00,N,0,N,0,B261D
B,37420,BS261D-DR-L1,261D,B261D,INF209K01397,EQUITY,NORMAL,200000,1,0,Y,N,N,N,N,L1,29-07-2017 00:00:00,N,0,N,0,B261D
B,37421,BS261DZ-DP,261DZ,261DZ,INF209K01Q55,EQUITY,DIRECT,1000,1,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B261DZ
B,37422,BS261DZ-DP-I,261DZ,261DZ,INF209K01Q55,EQUITY,DIRECT,1000,1,0,N,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B261DZ
B,37423,BS261DZ-DP-L1,261DZ,261DZ,INF209K01Q55,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B261DZ
B,37424,BS261DZ-DP-L1-I,261DZ,261DZ,INF209K01Q55,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B261DZ
B,37425,BS261DZ-DR,261DZ,261DZ,INF209K01Q55,EQUITY,DIRECT,1000,1,0,Y,Y,Y,Y,Y,T3,06-01-2017 00:00:00,N,0,N,0,B261DZ
B,37426,BS261DZ-DR-I,261DZ,261DZ,INF209K01Q55,EQUITY,DIRECT,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B261DZ
B,37427,BS261DZ-DR-L1,261DZ,261DZ,INF209K01Q55,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,06-01-2017 00:00:00,N,0,N,0,B261DZ
B,37428,BS261DZ-DR-L1-I,261DZ,261DZ,INF209K01Q55,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B261DZ
B,37429,BS261GZ-GR,261GZ,261GZ,INF209K01WA1,EQUITY,DIRECT,1000,1,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B261GZ
B,37430,BS261GZ-GR-I,261GZ,261GZ,INF209K01WA1,EQUITY,DIRECT,1000,1,0,Z,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B261GZ
B,37431,BS261GZ-GR-L1,261GZ,261GZ,INF209K01WA1,EQUITY,DIRECT,200000,1,0,Z,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B261GZ
B,37432,BS261GZ-GR-L1-I,261GZ,261GZ,INF209K01WA1,EQUITY,DIRECT,200000,1,0,Z,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B261GZ
B,37433,BS261RZ-DR,261RZ,261RZ,INF209K01WB9,EQUITY,DIRECT,1000,1,0,Y,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B261RZ
B,37434,BS261RZ-DR-I,261RZ,261RZ,INF209K01WB9,EQUITY,DIRECT,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B261RZ
B,37435,BS261RZ-DR-L1,261RZ,261RZ,INF209K01WB9,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B261RZ
B,37436,BS261RZ-DR-L1-I,261RZ,261RZ,INF209K01WB9,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B261RZ
B,37437,BS291D-DR,291D,B291D,INF209K01439,EQUITY,NORMAL,1000,1,0,Y,Y,Y,Y,Y,T3,22-12-2016 00:00:00,N,0,N,0,B291D
B,37438,BS291D-DR-I,291D,B291D,INF209K01439,EQUITY,NORMAL,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B291D
B,37439,BS291D-DR-L1,291D,B291D,INF209K01439,EQUITY,NORMAL,200000,1,0,Y,Y,N,N,N,L1,22-12-2016 00:00:00,N,0,N,0,B291D
B,37440,BS291D-DR-L1-I,291D,B291D,INF209K01439,EQUITY,NORMAL,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B291D
B,37441,BS291DZ-DP,291DZ,291DZ,INF209K01Q63,EQUITY,DIRECT,1000,1,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B291DZ
B,37442,BS291DZ-DP-I,291DZ,291DZ,INF209K01Q63,EQUITY,DIRECT,1000,1,0,N,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B291DZ
B,37443,BS291DZ-DP-L1,291DZ,291DZ,INF209K01Q63,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B291DZ
B,37444,BS291DZ-DP-L1-I,291DZ,291DZ,INF209K01Q63,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B291DZ
B,37445,BS291DZ-DR,291DZ,291DZ,INF209K01Q63,EQUITY,DIRECT,1000,1,0,Y,Y,Y,Y,Y,T3,06-01-2017 00:00:00,N,0,N,0,B291DZ
B,37446,BS291DZ-DR-I,291DZ,291DZ,INF209K01Q63,EQUITY,DIRECT,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B291DZ
B,37447,BS291DZ-DR-L1,291DZ,291DZ,INF209K01Q63,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,06-01-2017 00:00:00,N,0,N,0,B291DZ
B,37448,BS291DZ-DR-L1-I,291DZ,291DZ,INF209K01Q63,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B291DZ
B,37449,BS291GZ-GR,291GZ,291GZ,INF209K01WC7,EQUITY,DIRECT,1000,1,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B291GZ
B,37450,BS291GZ-GR-I,291GZ,291GZ,INF209K01WC7,EQUITY,DIRECT,1000,1,0,Z,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B291GZ
B,37451,BS291GZ-GR-L1,291GZ,291GZ,INF209K01WC7,EQUITY,DIRECT,200000,1,0,Z,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B291GZ
B,37452,BS291GZ-GR-L1-I,291GZ,291GZ,INF209K01WC7,EQUITY,DIRECT,200000,1,0,Z,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B291GZ
B,37453,BS291RZ-DR,291RZ,291RZ,INF209K01WD5,EQUITY,DIRECT,1000,1,0,Y,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B291RZ
B,37454,BS291RZ-DR-I,291RZ,291RZ,INF209K01WD5,EQUITY,DIRECT,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B291RZ
B,37455,BS291RZ-DR-L1,291RZ,291RZ,INF209K01WD5,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B291RZ
B,37456,BS291RZ-DR-L1-I,291RZ,291RZ,INF209K01WD5,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B291RZ
B,37457,BS292D-DR,292D,B292D,INF209K01454,EQUITY,NORMAL,1000,1,0,Y,Y,Y,Y,Y,T3,22-12-2016 00:00:00,N,0,N,0,B292D
B,37458,BS292D-DR-I,292D,B292D,INF209K01454,EQUITY,NORMAL,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B292D
B,37459,BS292D-DR-L1,292D,B292D,INF209K01454,EQUITY,NORMAL,200000,1,0,Y,Y,N,N,N,L1,22-12-2016 00:00:00,N,0,N,0,B292D
B,37460,BS292D-DR-L1-I,292D,B292D,INF209K01454,EQUITY,NORMAL,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B292D
B,37461,BS292DZ-DP,292DZ,292DZ,INF209K01Q71,EQUITY,DIRECT,1000,1,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B292DZ
B,37462,BS292DZ-DP-I,292DZ,292DZ,INF209K01Q71,EQUITY,DIRECT,1000,1,0,N,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B292DZ
B,37463,BS292DZ-DP-L1,292DZ,292DZ,INF209K01Q71,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B292DZ
B,37464,BS292DZ-DP-L1-I,292DZ,292DZ,INF209K01Q71,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B292DZ
B,37465,BS292DZ-DR,292DZ,292DZ,INF209K01Q71,EQUITY,DIRECT,1000,1,0,Y,Y,Y,Y,Y,T3,06-01-2017 00:00:00,N,0,N,0,B292DZ
B,37466,BS292DZ-DR-I,292DZ,292DZ,INF209K01Q71,EQUITY,DIRECT,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B292DZ
B,37467,BS292DZ-DR-L1,292DZ,292DZ,INF209K01Q71,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,06-01-2017 00:00:00,N,0,N,0,B292DZ
B,37468,BS292DZ-DR-L1-I,292DZ,292DZ,INF209K01Q71,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B292DZ
B,37469,BS292GZ-GR,292GZ,292GZ,INF209K01WE3,EQUITY,DIRECT,1000,1,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B292GZ
B,37470,BS292GZ-GR-I,292GZ,292GZ,INF209K01WE3,EQUITY,DIRECT,1000,1,0,Z,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B292GZ
B,37471,BS292GZ-GR-L1,292GZ,292GZ,INF209K01WE3,EQUITY,DIRECT,200000,1,0,Z,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B292GZ
B,37472,BS292GZ-GR-L1-I,292GZ,292GZ,INF209K01WE3,EQUITY,DIRECT,200000,1,0,Z,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B292GZ
B,37473,BS292RZ-DR,292RZ,292RZ,INF209K01WF0,EQUITY,DIRECT,1000,1,0,Y,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B292RZ
B,37474,BS292RZ-DR-I,292RZ,292RZ,INF209K01WF0,EQUITY,DIRECT,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B292RZ
B,37475,BS292RZ-DR-L1,292RZ,292RZ,INF209K01WF0,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B292RZ
B,37476,BS292RZ-DR-L1-I,292RZ,292RZ,INF209K01WF0,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B292RZ
B,37477,BS293D-DR,293D,293D,INF209K01470,EQUITY,NORMAL,1000,1,0,Y,Y,Y,Y,Y,T3,22-12-2016 00:00:00,N,0,N,0,B293D
B,37478,BS293D-DR-I,293D,293D,INF209K01470,EQUITY,NORMAL,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B293D
B,37479,BS293D-DR-L1,293D,293D,INF209K01470,EQUITY,NORMAL,200000,1,0,Y,Y,N,N,N,L1,22-12-2016 00:00:00,N,0,N,0,B293D
B,37480,BS293D-DR-L1-I,293D,293D,INF209K01470,EQUITY,NORMAL,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B293D
B,37481,BS293DZ-DP,293DZ,293DZ,INF209K01WG8,EQUITY,DIRECT,1000,1,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B293DZ
B,37482,BS293DZ-DP-I,293DZ,293DZ,INF209K01WG8,EQUITY,DIRECT,1000,1,0,N,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B293DZ
B,37483,BS293DZ-DP-L1,293DZ,293DZ,INF209K01WG8,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B293DZ
B,37484,BS293DZ-DP-L1-I,293DZ,293DZ,INF209K01WG8,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B293DZ
B,37485,BS293DZ-DR,293DZ,293DZ,INF209K01WG8,EQUITY,DIRECT,1000,1,0,Y,Y,Y,Y,Y,T3,06-01-2017 00:00:00,N,0,N,0,B293DZ
B,37486,BS293DZ-DR-I,293DZ,293DZ,INF209K01WG8,EQUITY,DIRECT,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B293DZ
B,37487,BS293DZ-DR-L1,293DZ,293DZ,INF209K01WG8,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,06-01-2017 00:00:00,N,0,N,0,B293DZ
B,37488,BS293DZ-DR-L1-I,293DZ,293DZ,INF209K01WG8,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B293DZ
B,37489,BS293GZ-GR,293GZ,293GZ,INF209K01WH6,EQUITY,DIRECT,1000,1,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B293GZ
B,37490,BS293GZ-GR-I,293GZ,293GZ,INF209K01WH6,EQUITY,DIRECT,1000,1,0,Z,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B293GZ
B,37491,BS293GZ-GR-L1,293GZ,293GZ,INF209K01WH6,EQUITY,DIRECT,200000,1,0,Z,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B293GZ
B,37492,BS293GZ-GR-L1-I,293GZ,293GZ,INF209K01WH6,EQUITY,DIRECT,200000,1,0,Z,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B293GZ
B,37493,BS293RZ-DR,293RZ,293RZ,INF209K01WI4,EQUITY,DIRECT,1000,1,0,Y,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B293RZ
B,37494,BS293RZ-DR-I,293RZ,293RZ,INF209K01WI4,EQUITY,DIRECT,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B293RZ
B,37495,BS293RZ-DR-L1,293RZ,293RZ,INF209K01WI4,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B293RZ
B,37496,BS293RZ-DR-L1-I,293RZ,293RZ,INF209K01WI4,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B293RZ
B,37497,BS295D-DR,295D,295D,INF209K01EO0,EQUITY,NORMAL,1000,1,0,Y,Y,Y,Y,Y,T3,29-07-2017 00:00:00,N,0,N,0,B295D
B,37498,BS295D-DR-I,295D,295D,INF209K01EO0,EQUITY,NORMAL,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B295D
B,37499,BS295D-DR-L1,295D,295D,INF209K01EO0,EQUITY,NORMAL,200000,1,0,Y,Y,N,N,N,L1,29-07-2017 00:00:00,N,0,N,0,B295D
B,37500,BS295D-DR-L1-I,295D,295D,INF209K01EO0,EQUITY,NORMAL,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B295D
B,37501,BS295DZ-DP,295DZ,295DZ,INF209K01WM6,EQUITY,DIRECT,1000,1,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B295DZ
B,37502,BS295DZ-DP-I,295DZ,295DZ,INF209K01WM6,EQUITY,DIRECT,1000,1,0,N,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B295DZ
B,37503,BS295DZ-DP-L1,295DZ,295DZ,INF209K01WM6,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B295DZ
B,37504,BS295DZ-DP-L1-I,295DZ,295DZ,INF209K01WM6,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B295DZ
B,37505,BS295DZ-DR,295DZ,295DZ,INF209K01WM6,EQUITY,DIRECT,1000,1,0,Y,Y,Y,Y,Y,T3,06-01-2017 00:00:00,N,0,N,0,B295DZ
B,37506,BS295DZ-DR-I,295DZ,295DZ,INF209K01WM6,EQUITY,DIRECT,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B295DZ
B,37507,BS295DZ-DR-L1,295DZ,295DZ,INF209K01WM6,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,06-01-2017 00:00:00,N,0,N,0,B295DZ
B,37508,BS295DZ-DR-L1-I,295DZ,295DZ,INF209K01WM6,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B295DZ
B,37509,BS295GZ-GR,295GZ,295GZ,INF209K01WN4,EQUITY,DIRECT,1000,1,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B295GZ
B,37510,BS295GZ-GR-I,295GZ,295GZ,INF209K01WN4,EQUITY,DIRECT,1000,1,0,Z,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B295GZ
B,37511,BS295GZ-GR-L1,295GZ,295GZ,INF209K01WN4,EQUITY,DIRECT,200000,1,0,Z,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B295GZ
B,37512,BS295GZ-GR-L1-I,295GZ,295GZ,INF209K01WN4,EQUITY,DIRECT,200000,1,0,Z,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B295GZ
B,37513,BS295RZ-DR,295RZ,295RZ,INF209K01WO2,EQUITY,DIRECT,1000,1,0,Y,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B295RZ
B,37514,BS295RZ-DR-I,295RZ,295RZ,INF209K01WO2,EQUITY,DIRECT,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B295RZ
B,37515,BS295RZ-DR-L1,295RZ,295RZ,INF209K01WO2,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B295RZ
B,37516,BS295RZ-DR-L1-I,295RZ,295RZ,INF209K01WO2,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B295RZ
B,37517,BS296D-DR,296D,296D,INF209K01LE6,EQUITY,NORMAL,1000,1,0,Y,Y,Y,Y,Y,T3,29-07-2017 00:00:00,N,0,N,0,B296D
B,37518,BS296D-DR-I,296D,296D,INF209K01LE6,EQUITY,NORMAL,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B296D
B,37519,BS296D-DR-L1,296D,296D,INF209K01LE6,EQUITY,NORMAL,200000,1,0,Y,Y,N,N,N,L1,29-07-2017 00:00:00,N,0,N,0,B296D
B,37520,BS296D-DR-L1-I,296D,296D,INF209K01LE6,EQUITY,NORMAL,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B296D
B,37521,BS296DZ-DP,296DZ,296DZ,INF209K01WP9,EQUITY,DIRECT,1000,1,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B296DZ
B,37522,BS296DZ-DP-I,296DZ,296DZ,INF209K01WP9,EQUITY,DIRECT,1000,1,0,N,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B296DZ
B,37523,BS296DZ-DP-L1,296DZ,296DZ,INF209K01WP9,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B296DZ
B,37524,BS296DZ-DP-L1-I,296DZ,296DZ,INF209K01WP9,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B296DZ
B,37525,BS296DZ-DR,296DZ,296DZ,INF209K01WP9,EQUITY,DIRECT,1000,1,0,Y,Y,Y,Y,Y,T3,06-01-2017 00:00:00,N,0,N,0,B296DZ
B,37526,BS296DZ-DR-I,296DZ,296DZ,INF209K01WP9,EQUITY,DIRECT,1000,1,0,Y,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B296DZ
B,37527,BS296DZ-DR-L1,296DZ,296DZ,INF209K01WP9,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,06-01-2017 00:00:00,N,0,N,0,B296DZ
B,37528,BS296DZ-DR-L1-I,296DZ,296DZ,INF209K01WP9,EQUITY,DIRECT,200000,1,0,Y,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B296DZ
B,37529,BS296GZ-GR,296GZ,296GZ,INF209K01WQ7,EQUITY,DIRECT,1000,1,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,B296GZ
B,37530,BS296GZ-GR-I,296GZ,296GZ,INF209K01WQ7,EQUITY,DIRECT,1000,1,0,Z,Y,N,N,N,T3,11-09-2018 00:00:00,N,0,N,0,B296GZ
B,37531,BS296GZ-GR-L1,296GZ,296GZ,INF209K01WQ7,EQUITY,DIRECT,200000,1,0,Z,Y,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,B296GZ
B,37532,BS296GZ-GR-L1-I,296GZ,296GZ,INF209K01WQ7,EQUITY,DIRECT,200000,1,0,Z,Y,N,N,N,L1,11-09-2018 00:00:00,N,0,N,0,B296GZ
